Milieux	Id_Sites	Année	Date	Taxonomie	Niveau taxonomique	Taxon	Stade de vie	Taxon_stdVie	Occurrence	Modalité "écrevisses"	Technique d'échantillonnage	Nb_sessions d'échantillonnage	Effort d'échantillonnage/session	Qualité de l'échantillonnage	Cadre du monitoring	Objectif du monitoring	Propriété des données
Mare	1038bis	2011-2012	mars-mais-juillet	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1038bis	2011-2012	mars-mais-juillet	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1038bis	2011-2012	mars-mais-juillet	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1038bis	2011-2012	mars-mais-juillet	Odonate	Sous-Ordre	Zygoptère	Larve	Zygoptère_L	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1040	2011	mars-mai	Coléoptère aquatique	Genre	Cybister spp.		Cybister spp.	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1040	2011	mars-mai	Coléoptère aquatique	Genre	Hydrochara spp.		Hydrochara spp.	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1040	2011	mars-mai	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1040	2011	mars-mai	Poisson	Espèce	Perche-soleil		Perche-soleil	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1040	2011	mars-mai	Mollusque	Classe	Physe		Physe	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1040	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1040	2011	mars-mai	Odonate	Sous-Ordre	Zygoptère	Larve	Zygoptère_L	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Poisson	Espèce	Brochet	Juvénile	Brochet	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Amphibien	Espèce	Crapaud commun	Adulte	Crapaud commun_Ad	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Poisson	Espèce	Gambusie		Gambusie	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Odonate	Famille	Libellulidae	Larve	Libellulidae_L	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Odonate	Sous-Ordre	Anisoptère	Larve	Anisoptère_L	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Poisson	Espèce	Perche-soleil		Perche-soleil	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Poisson	Espèce	Poisson-chat		Poisson-chat	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1123	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Présence	Piège à écrevisses	2	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1141	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1141	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1141	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1141	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Adulte	Grenouille agile_Ad	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1141	2011	mars-mai	Coléoptère aquatique	Genre	Hydrochara spp.		Hydrochara spp.	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1141	2011	mars-mai	Trichoptère	Ordre	Trichoptera	Larve	Trichoptera_L	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1178	2011	mars-mai	Amphibien	Espèce	Crapaud commun	Adulte	Crapaud commun_Ad	1	Présence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1178	2011	mars-mai	Poisson	Espèce	Gambusie		Gambusie	1	Présence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1178	2011	mars-mai	Odonate	Sous-Ordre	Anisoptère	Larve	Anisoptère_L	1	Présence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1178	2011	mars-mai	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1178	2011	mars-mai	Poisson	Espèce	Perche-soleil		Perche-soleil	1	Présence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1178	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Présence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1179	2011-2012	mars-mais-juillet	Amphibien	Espèce	Crapaud commun	Adulte	Crapaud commun_Ad	1	Présence	Piège à écrevisses	4	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1179	2011-2012	mars-mais-juillet	Poisson	Espèce	Gambusie		Gambusie	1	Présence	Piège à écrevisses	4	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1179	2011-2012	mars-mais-juillet	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	4	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1179	2011-2012	mars-mais-juillet	Poisson	Espèce	Perche-soleil		Perche-soleil	1	Présence	Piège à écrevisses	4	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1179	2011-2012	mars-mais-juillet	Poisson	Espèce	Poisson-chat		Poisson-chat	1	Présence	Piège à écrevisses	4	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1179	2011-2012	mars-mais-juillet	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Présence	Piège à écrevisses	4	12	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1180	2012	mai	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Absence	Piège à écrevisses	1	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1199	2011-2012	mars-mais-juillet	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Présence	Piège à écrevisses	4	10	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1199	2011-2012	mars-mais-juillet	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Présence	Piège à écrevisses	4	10	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1199	2011-2012	mars-mais-juillet	Poisson	Espèce	Gambusie		Gambusie	1	Présence	Piège à écrevisses	4	10	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1199	2011-2012	mars-mais-juillet	Odonate	Sous-Ordre	Anisoptère	Larve	Anisoptère_L	1	Présence	Piège à écrevisses	4	10	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1199	2011-2012	mars-mais-juillet	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	4	10	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1199	2011-2012	mars-mais-juillet	Poisson	Espèce	Perche-soleil		Perche-soleil	1	Présence	Piège à écrevisses	4	10	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1199	2011-2012	mars-mais-juillet	Mollusque	Classe	Physe		Physe	1	Présence	Piège à écrevisses	4	10	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1199	2011-2012	mars-mais-juillet	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Présence	Piège à écrevisses	4	10	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Poisson	Espèce	Gambusie		Gambusie	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Coléoptère aquatique	Genre	Hydrochara spp.		Hydrochara spp.	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Mollusque	Classe	Limnée		Limnée	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Amphibien	Espèce	Salamandre tachetée	Larve	Salamandre tachetée_L	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Amphibien	Espèce	Triton marbré	Adulte	Triton marbré_Ad	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	1203	2011	mars-mai	Odonate	Sous-Ordre	Zygoptère	Larve	Zygoptère_L	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Poisson	Espèce	Anguille		Anguille	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Coléoptère aquatique	Genre	Cybister spp.		Cybister spp.	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Hétéroptère	Famille	Naucoridae		Naucoridae	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Hétéroptère	Espèce	Notonecta glauca		Notonecta glauca	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Poisson	Espèce	Perche-soleil		Perche-soleil	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	A	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Coléoptère aquatique	Genre	Hydrochara spp.		Hydrochara spp.	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Amphibien	Espèce	Salamandre tachetée	Larve	Salamandre tachetée_L	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Mollusque	Classe	Physe		Physe	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	B	2011-2012	mars-mais-juillet	Trichoptère	Ordre	Trichoptera	Larve	Trichoptera_L	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	Bois	2011	mars	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Présence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	Bois	2011	mars	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Présence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	Bois	2011	mars	Coléoptère aquatique	Genre	Cybister spp.		Cybister spp.	1	Présence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	Bois	2011	mars	Coléoptère aquatique	Genre	Hydrochara spp.		Hydrochara spp.	1	Présence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	Bois	2011	mars	Amphibien	Espèce	Salamandre tachetée	Larve	Salamandre tachetée_L	1	Présence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	Bois	2011	mars	Amphibien	Espèce	Triton marbré	Adulte	Triton marbré_Ad	1	Présence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	Bois	2011	mars	Trichoptère	Ordre	Trichoptera	Larve	Trichoptera_L	1	Présence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	C	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	C	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	C	2011	mars-mai	Amphibien	Espèce	Crapaud commun	Adulte	Crapaud commun_Ad	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	C	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	C	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Absence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
